,symbol,buy_date,price,adjbase,size,p&l,p&l_ratio,industry
235,PSKY,2026-02-26,11.180000305175781,11.739999771118164,894.0,500.63952255249023,0.05008939630199572,娱乐
236,NWSA,2026-02-26,24.31999969482422,24.280000686645508,411.0,-16.439592361450195,-0.0016446960806181066,娱乐
237,BMO,2025-11-28,126.12999725341797,144.0,79.0,1411.7302169799805,0.14167924471351542,多元化银行
238,TD,2025-09-12,76.02999877929688,97.06999969482422,131.0,2756.240119934082,0.2767328850892548,多元化银行
239,VRSK,2026-02-24,191.1699981689453,211.22000122070312,52.0,1042.6001586914062,0.10488048984568564,咨询服务
240,EFX,2026-02-10,202.7100067138672,206.8800048828125,49.0,204.3299102783203,0.020571249720451254,咨询服务
241,CEG,2026-02-17,303.010009765625,332.07000732421875,33.0,958.9799194335938,0.09590441444845782,可再生能源公用事业
242,NEE,2026-01-13,81.63999938964844,91.12999725341797,122.0,1157.7797393798828,0.1162420129191331,受监管电力公司
243,EVRG,2026-01-12,73.36000061035156,82.9000015258789,136.0,1297.4401245117188,0.13004363189960483,受监管电力公司
244,DUK,2025-12-24,117.4800033569336,131.61000061035156,85.0,1201.0497665405273,0.12027576480813937,受监管电力公司
245,PPL,2025-12-18,34.75,37.959999084472656,287.0,921.2697372436523,0.09237407437331385,受监管电力公司
246,PNW,2025-12-17,88.91000366210938,101.77999877929688,112.0,1441.439453125,0.144753060252907,受监管电力公司
